¹Ø¿¨ºÅ,²¨ÊýºÅ,µÐÈËÖÖÀàÐòºÅ,¾àÀë,µÈ´ýÊ±¼ä,ÑªÁ¿,·ÀÓù,¹¥»÷
1,1,0,-8,1,86,0,14
1,1,0,-8,2,86,0,14
1,1,0,-8,3,86,0,14
1,1,0,-8,4,86,0,14
1,2,0,8,1,86,0,14
1,2,0,8,2,86,0,14
1,2,0,8,3,86,0,14
1,2,0,8,4,86,0,14
1,3,0,-8,1,86,0,14
1,3,0,-8,2,86,0,14
1,3,0,-8,3,86,0,14
1,3,0,-8,4,86,0,14
1,4,1,8,1,86,0,14
1,4,1,9,1,86,0,14
1,4,1,8,2,86,0,14
1,4,1,9,2,86,0,14
1,5,1,-8,1,91,0,15
1,5,1,-9,1,91,0,15
1,5,1,-8,2,91,0,15
1,5,1,-9,2,91,0,15
1,6,1,8,1,91,0,15
1,6,1,9,1,91,0,15
1,6,1,8,2,91,0,15
1,6,1,9,2,91,0,15
1,7,0,-8,1,103,0,14
1,7,0,-8,2,103,0,14
1,7,1,-9,1,91,0,15
1,7,1,-9,2,91,0,15
1,8,0,8,1,103,0,14
1,8,0,8,2,103,0,14
1,8,1,9,1,91,0,15
1,8,1,9,2,91,0,15
1,9,0,-8,1,103,0,14
1,9,0,-9,1,103,0,14
1,9,0,-8,2,103,0,14
1,9,0,-9,2,103,0,14
1,9,1,8,1,91,0,15
1,9,1,8,2,91,0,15
1,10,0,8,1,103,0,14
1,10,0,9,1,103,0,14
1,10,0,8,2,103,0,14
1,10,0,9,2,103,0,14
1,10,1,-8,1,91,0,15
1,10,1,-8,2,91,0,15
2,1,0,-8,1,707,0,303
2,1,0,-9,1,707,0,303
2,1,0,-8,2,707,0,303
2,1,0,-9,2,707,0,303
2,2,1,8,1,707,0,303
2,2,1,9,1,707,0,303
2,2,1,8,2,707,0,303
2,2,1,9,2,707,0,303
2,3,0,-8,1,707,0,303
2,3,0,-9,1,707,0,303
2,3,0,-8,2,707,0,303
2,3,0,-9,2,707,0,303
2,3,1,8,1,707,0,303
2,3,1,8,2,707,0,303
2,4,0,8,1,707,0,303
2,4,0,9,1,707,0,303
2,4,0,8,2,707,0,303
2,4,0,9,2,707,0,303
2,4,1,-8,1,707,0,303
2,4,1,-8,2,707,0,303
2,5,0,-8,1,707,0,303
2,5,0,-9,1,707,0,303
2,5,0,-8,2,707,0,303
2,5,0,-9,2,707,0,303
2,5,1,8,1,707,0,303
2,5,1,8,2,707,0,303
2,6,0,8,1,848,0,315
2,6,0,9,1,848,0,315
2,6,0,8,2,848,0,315
2,6,0,9,2,848,0,315
2,6,1,-8,1,801,0,329
2,6,1,-8,2,801,0,329
2,7,0,-8,1,848,0,315
2,7,0,-9,1,848,0,315
2,7,0,-8,2,848,0,315
2,7,0,-9,2,848,0,315
2,7,1,8,1,801,0,329
2,7,1,8,2,801,0,329
2,8,0,8,1,848,0,315
2,8,0,9,1,848,0,315
2,8,0,8,2,848,0,315
2,8,0,9,2,848,0,315
2,8,1,-8,1,801,0,329
2,8,1,-8,2,801,0,329
2,9,0,-8,1,848,0,315
2,9,0,-9,1,848,0,315
2,9,0,-8,2,848,0,315
2,9,0,-9,2,848,0,315
2,9,1,8,1,801,0,329
2,9,1,8,2,801,0,329
2,10,0,8,1,848,0,315
2,10,0,9,1,848,0,315
2,10,0,8,2,848,0,315
2,10,0,9,2,848,0,315
2,10,1,-8,1,801,0,329
2,10,1,-8,2,801,0,329
2,11,0,-8,1,989,0,329
2,11,0,-9,1,989,0,329
2,11,0,8,1,989,0,329
2,11,0,9,1,989,0,329
2,11,1,-9,2,895,0,345
2,11,1,9,2,895,0,345
2,12,0,-8,1,989,0,329
2,12,0,-9,1,989,0,329
2,12,0,8,1,989,0,329
2,12,0,9,1,989,0,329
2,12,1,-9,2,895,0,345
2,12,1,9,2,895,0,345
2,13,0,-8,1,989,0,329
2,13,0,-9,1,989,0,329
2,13,0,8,1,989,0,329
2,13,0,9,1,989,0,329
2,13,1,-9,2,895,0,345
2,13,1,9,2,895,0,345
2,14,0,-8,1,989,0,329
2,14,0,-9,1,989,0,329
2,14,0,8,1,989,0,329
2,14,0,9,1,989,0,329
2,14,1,-9,2,895,0,345
2,14,1,9,2,895,0,345
2,15,0,-8,1,989,0,329
2,15,0,-9,1,989,0,329
2,15,0,8,1,989,0,329
2,15,0,9,1,989,0,329
2,15,1,-9,2,895,0,345
2,15,1,9,2,895,0,345
3,1,0,-8,1,2012,0,763
3,1,0,-9,1,2012,0,763
3,1,0,-8,2,2012,0,763
3,1,0,-9,2,2012,0,763
3,1,1,8,1,1901,0,763
3,1,1,8,2,1901,0,763
3,2,0,9,1,2012,0,763
3,2,0,8,2,2012,0,763
3,2,0,9,2,2012,0,763
3,2,1,-8,1,1901,0,763
3,2,1,-8,2,1901,0,763
3,3,0,-8,1,2012,0,763
3,3,0,-9,1,2012,0,763
3,3,0,-8,2,2012,0,763
3,3,0,-9,2,2012,0,763
3,3,1,8,1,1901,0,763
3,3,1,8,2,1901,0,763
3,4,0,8,1,2012,0,763
3,4,0,9,1,2012,0,763
3,4,0,8,2,2012,0,763
3,4,0,9,2,2012,0,763
3,4,1,-8,1,1901,0,763
3,4,1,-8,2,1901,0,763
3,5,0,-8,1,2012,0,763
3,5,0,-9,1,2012,0,763
3,5,0,-8,2,2012,0,763
3,5,0,-9,2,2012,0,763
3,5,1,8,1,1901,0,763
3,5,1,8,2,1901,0,763
3,6,0,-8,1,2348,0,794
3,6,0,-9,1,2348,0,794
3,6,0,8,1,2348,0,794
3,6,0,9,1,2348,0,794
3,6,1,-9,2,2124,0,830
3,6,1,9,2,2124,0,830
3,7,0,-8,1,2348,0,794
3,7,0,-9,1,2348,0,794
3,7,0,8,1,2348,0,794
3,7,0,9,1,2348,0,794
3,7,1,-9,2,2124,0,830
3,7,1,9,2,2124,0,830
3,8,0,-8,1,2348,0,794
3,8,0,-9,1,2348,0,794
3,8,0,8,1,2348,0,794
3,8,0,9,1,2348,0,794
3,8,1,-9,2,2124,0,830
3,8,1,9,2,2124,0,830
3,9,0,-8,1,2348,0,794
3,9,0,-9,1,2348,0,794
3,9,0,8,1,2348,0,794
3,9,0,9,1,2348,0,794
3,9,1,-9,2,2124,0,830
3,9,1,9,2,2124,0,830
3,10,0,-8,1,2348,0,794
3,10,0,-9,1,2348,0,794
3,10,0,8,1,2348,0,794
3,10,0,9,1,2348,0,794
3,10,1,-9,2,2124,0,830
3,10,1,9,2,2124,0,830
3,11,0,-8,1,2683,0,830
3,11,0,-9,1,2683,0,830
3,11,0,8,1,2683,0,830
3,11,0,9,1,2683,0,830
3,11,1,-8,3,2348,0,870
3,11,1,-9,3,2348,0,870
3,11,1,8,3,2348,0,870
3,11,1,9,3,2348,0,870
3,12,0,-8,1,2683,0,830
3,12,0,-9,1,2683,0,830
3,12,0,8,1,2683,0,830
3,12,0,9,1,2683,0,830
3,12,1,-8,3,2348,0,870
3,12,1,-9,3,2348,0,870
3,12,1,8,3,2348,0,870
3,12,1,9,3,2348,0,870
3,13,0,-8,1,2683,0,830
3,13,0,-9,1,2683,0,830
3,13,0,8,1,2683,0,830
3,13,0,9,1,2683,0,830
3,13,1,-8,3,2348,0,870
3,13,1,-9,3,2348,0,870
3,13,1,8,3,2348,0,870
3,13,1,9,3,2348,0,870
3,14,0,-8,1,2683,0,830
3,14,0,-9,1,2683,0,830
3,14,0,8,1,2683,0,830
3,14,0,9,1,2683,0,830
3,14,1,-8,3,2348,0,870
3,14,1,-9,3,2348,0,870
3,14,1,8,3,2348,0,870
3,14,1,9,3,2348,0,870
3,15,0,-8,1,2683,0,830
3,15,0,-9,1,2683,0,830
3,15,0,8,1,2683,0,830
3,15,0,9,1,2683,0,830
3,15,1,-8,3,2348,0,870
3,15,1,-9,3,2348,0,870
3,15,1,8,3,2348,0,870
3,15,1,9,3,2348,0,870
4,1,0,-8,1,6087,0,1306
4,1,0,-9,1,6087,0,1306
4,1,1,-9,2,5275,0,1306
4,1,3,-9,3,4058,0,1419
4,2,0,8,1,6087,0,1306
4,2,0,9,1,6087,0,1306
4,2,1,9,2,5275,0,1306
4,2,3,9,3,4058,0,1419
4,3,0,-8,1,6087,0,1306
4,3,0,-9,1,6087,0,1306
4,3,1,-9,2,5275,0,1306
4,3,3,-9,3,4058,0,1419
4,4,0,8,1,6087,0,1306
4,4,0,9,1,6087,0,1306
4,4,1,9,2,5275,0,1306
4,4,3,9,3,4058,0,1419
4,5,0,-8,1,6087,0,1306
4,5,0,-9,2,6087,0,1306
4,5,1,8,1,5275,0,1306
4,5,1,8,2,5275,0,1306
4,5,3,-9,1,4058,0,1419
4,5,3,-10,2,4058,0,1419
4,6,0,-8,1,6290,0,1371
4,6,0,-9,2,6290,0,1371
4,6,1,8,1,5478,0,1382
4,6,1,8,2,5478,0,1382
4,6,3,-9,1,4464,0,1510
4,6,3,-10,2,4464,0,1510
4,7,0,-8,1,6290,0,1371
4,7,0,-9,2,6290,0,1371
4,7,1,8,1,5478,0,1382
4,7,1,8,2,5478,0,1382
4,7,3,-9,1,4464,0,1510
4,7,3,-10,2,4464,0,1510
4,8,0,8,1,6290,0,1371
4,8,0,9,2,6290,0,1371
4,8,1,-8,1,5478,0,1382
4,8,1,-8,2,5478,0,1382
4,8,3,9,1,4464,0,1510
4,8,3,10,2,4464,0,1510
4,9,0,8,1,6290,0,1371
4,9,0,9,2,6290,0,1371
4,9,1,-8,1,5478,0,1382
4,9,1,-8,2,5478,0,1382
4,9,3,9,1,4464,0,1510
4,9,3,10,2,4464,0,1510
4,10,0,8,1,6290,0,1371
4,10,0,9,2,6290,0,1371
4,10,1,-8,1,5478,0,1382
4,10,1,-8,2,5478,0,1382
4,10,3,9,1,4464,0,1510
4,10,3,10,2,4464,0,1510
4,11,0,8,1,6493,0,1445
4,11,0,9,1,6493,0,1445
4,11,1,9,2,5681,0,1473
4,11,1,10,2,5681,0,1473
4,11,3,-8,1,4870,0,1598
4,11,3,-9,1,4870,0,1598
4,12,0,8,1,6493,0,1445
4,12,0,9,1,6493,0,1445
4,12,1,9,2,5681,0,1473
4,12,1,10,2,5681,0,1473
4,12,3,-8,1,4870,0,1598
4,12,3,-9,1,4870,0,1598
4,13,0,-8,1,6493,0,1445
4,13,0,-9,1,6493,0,1445
4,13,1,9,2,5681,0,1473
4,13,1,10,2,5681,0,1473
4,13,3,8,1,4870,0,1598
4,13,3,9,1,4870,0,1598
4,14,0,-8,1,6493,0,1445
4,14,0,-9,1,6493,0,1445
4,14,1,9,2,5681,0,1473
4,14,1,10,2,5681,0,1473
4,14,3,8,1,4870,0,1598
4,14,3,9,1,4870,0,1598
4,15,0,-8,1,6493,0,1445
4,15,0,-9,1,6493,0,1445
4,15,1,9,2,5681,0,1473
4,15,1,10,2,5681,0,1473
4,15,3,8,1,4870,0,1598
4,15,3,9,1,4870,0,1598
5,1,0,-8,1,14006,0,2820
5,1,0,-9,1,14006,0,2820
5,1,1,-9,2,12256,0,2820
5,1,3,-9,3,10505,0,3064
5,2,0,8,1,14006,0,2820
5,2,0,9,1,14006,0,2820
5,2,1,9,2,12256,0,2820
5,2,3,9,3,10505,0,3064
5,3,0,-8,1,14006,0,2820
5,3,0,-9,1,14006,0,2820
5,3,1,-9,2,12256,0,2820
5,3,3,-9,3,10505,0,3064
5,4,0,8,1,14006,0,2820
5,4,0,9,1,14006,0,2820
5,4,1,9,2,12256,0,2820
5,4,3,9,3,10505,0,3064
5,5,0,-8,1,14006,0,2820
5,5,0,-8,3,14006,0,2820
5,5,1,8,1,12256,0,2820
5,5,1,8,3,12256,0,2820
5,5,3,-9,1,10505,0,3064
5,5,3,-9,3,10505,0,3064
5,6,0,-8,1,14444,0,2959
5,6,0,-8,3,14444,0,2959
5,6,1,8,1,12693,0,2984
5,6,1,8,3,12693,0,2984
5,6,3,-9,1,10943,0,3241
5,6,3,-9,3,10943,0,3241
5,7,0,-8,1,14444,0,2959
5,7,0,-8,3,14444,0,2959
5,7,1,8,1,12693,0,2984
5,7,1,8,3,12693,0,2984
5,7,3,-9,1,10943,0,3241
5,7,3,-9,3,10943,0,3241
5,8,0,8,1,14444,0,2959
5,8,0,8,3,14444,0,2959
5,8,1,-8,1,12693,0,2984
5,8,1,-8,3,12693,0,2984
5,8,3,9,1,10943,0,3241
5,8,3,9,3,10943,0,3241
5,9,0,8,1,14444,0,2959
5,9,0,8,3,14444,0,2959
5,9,1,-8,1,12693,0,2984
5,9,1,-8,3,12693,0,2984
5,9,3,9,1,10943,0,3241
5,9,3,9,3,10943,0,3241
5,10,0,8,1,14444,0,2959
5,10,0,8,3,14444,0,2959
5,10,1,-8,1,12693,0,2984
5,10,1,-8,3,12693,0,2984
5,10,3,9,1,10943,0,3241
5,10,3,9,3,10943,0,3241
5,11,0,8,1,14882,0,3120
5,11,0,9,1,14882,0,3120
5,11,1,8,3,13131,0,3179
5,11,1,9,3,13131,0,3179
5,11,3,-8,1,11380,0,3450
5,11,3,-9,1,11380,0,3450
5,12,0,8,1,14882,0,3120
5,12,0,9,1,14882,0,3120
5,12,1,8,3,13131,0,3179
5,12,1,9,3,13131,0,3179
5,12,3,-8,1,11380,0,3450
5,12,3,-9,1,11380,0,3450
5,13,0,-8,1,14882,0,3120
5,13,0,-9,1,14882,0,3120
5,13,1,8,3,13131,0,3179
5,13,1,9,3,13131,0,3179
5,13,3,8,1,11380,0,3450
5,13,3,9,1,11380,0,3450
5,14,0,-8,1,14882,0,3120
5,14,0,-9,1,14882,0,3120
5,14,1,8,3,13131,0,3179
5,14,1,9,3,13131,0,3179
5,14,3,8,1,11380,0,3450
5,14,3,9,1,11380,0,3450
5,15,0,-8,1,14882,0,3120
5,15,0,-9,1,14882,0,3120
5,15,1,8,3,13131,0,3179
5,15,1,9,3,13131,0,3179
5,15,3,8,1,11380,0,3450
5,15,3,9,1,11380,0,3450
6,1,0,-8,1,29397,0,4306
6,1,0,-9,1,29397,0,4306
6,1,3,-9,2,21837,0,4678
6,1,4,-9,3,23517,0,4678
6,2,0,-8,1,29397,0,4306
6,2,0,-9,1,29397,0,4306
6,2,3,-9,2,21837,0,4678
6,2,4,-9,3,23517,0,4678
6,3,0,8,1,29397,0,4306
6,3,0,9,1,29397,0,4306
6,3,3,9,2,21837,0,4678
6,3,4,9,3,23517,0,4678
6,4,0,8,1,29397,0,4306
6,4,0,9,1,29397,0,4306
6,4,3,9,2,21837,0,4678
6,4,4,9,3,23517,0,4678
6,5,0,-8,1,29397,0,4306
6,5,0,-9,1,29397,0,4306
6,5,1,8,1,26037,0,4306
6,5,1,9,1,26037,0,4306
6,5,3,8,3,21837,0,4678
6,5,4,9,3,23517,0,4678
6,6,0,-8,1,31076,0,4596
6,6,0,-9,1,31076,0,4596
6,6,1,8,1,27717,0,4636
6,6,1,9,1,27717,0,4636
6,6,3,8,3,23097,0,5156
6,6,4,9,3,25197,0,5156
6,7,0,-8,1,31076,0,4596
6,7,0,-9,1,31076,0,4596
6,7,1,8,1,27717,0,4636
6,7,1,9,1,27717,0,4636
6,7,3,8,3,23097,0,5156
6,7,4,9,3,25197,0,5156
6,8,0,-8,1,31076,0,4596
6,8,0,-9,1,31076,0,4596
6,8,1,8,1,27717,0,4636
6,8,1,9,1,27717,0,4636
6,8,3,8,3,23097,0,5156
6,8,4,9,3,25197,0,5156
6,9,0,8,1,31076,0,4596
6,9,0,9,1,31076,0,4596
6,9,1,-8,1,27717,0,4636
6,9,1,-9,1,27717,0,4636
6,9,3,-8,3,23097,0,5156
6,9,4,-9,3,25197,0,5156
6,10,0,8,1,31076,0,4596
6,10,0,9,1,31076,0,4596
6,10,1,-8,1,27717,0,4636
6,10,1,-9,1,27717,0,4636
6,10,3,-8,3,23097,0,5156
6,10,4,-9,3,25197,0,5156
6,11,0,8,1,32756,0,4949
6,11,0,9,1,32756,0,4949
6,11,1,-8,1,29397,0,5049
6,11,1,-9,1,29397,0,5049
6,11,3,-8,3,24357,0,5793
6,11,4,-9,3,26877,0,5793
6,12,0,8,1,32756,0,4949
6,12,0,9,1,32756,0,4949
6,12,1,-8,1,29397,0,5049
6,12,1,-9,1,29397,0,5049
6,12,3,-8,3,24357,0,5793
6,12,4,-9,3,26877,0,5793
6,13,0,-8,1,32756,0,4949
6,13,0,-9,1,32756,0,4949
6,13,1,8,1,29397,0,5049
6,13,1,9,1,29397,0,5049
6,13,3,-8,3,24357,0,5793
6,13,3,-9,3,24357,0,5793
6,13,4,8,3,26877,0,5793
6,13,4,9,3,26877,0,5793
6,14,0,-8,1,32756,0,4949
6,14,0,-9,1,32756,0,4949
6,14,1,8,1,29397,0,5049
6,14,1,9,1,29397,0,5049
6,14,3,-8,3,24357,0,5793
6,14,3,-9,3,24357,0,5793
6,14,4,8,3,26877,0,5793
6,14,4,9,3,26877,0,5793
6,15,0,-8,1,32756,0,4949
6,15,0,-9,1,32756,0,4949
6,15,1,8,1,29397,0,5049
6,15,1,9,1,29397,0,5049
6,15,3,-8,3,24357,0,5793
6,15,3,-9,3,24357,0,5793
6,15,4,8,3,26877,0,5793
6,15,4,9,3,26877,0,5793
7,1,0,-8,1,68445,0,8231
7,1,0,-9,1,68445,0,8231
7,1,3,-9,2,52650,0,6013
7,1,4,-9,3,56160,0,6315
7,2,0,-8,1,68445,0,8231
7,2,0,-9,1,68445,0,8231
7,2,3,-9,2,52650,0,6013
7,2,4,-9,3,56160,0,6315
7,3,0,8,1,68445,0,8231
7,3,0,9,1,68445,0,8231
7,3,3,9,2,52650,0,6013
7,3,4,9,3,56160,0,6315
7,4,0,8,1,68445,0,8231
7,4,0,9,1,68445,0,8231
7,4,3,9,2,52650,0,6013
7,4,4,9,3,56160,0,6315
7,5,0,-8,1,68445,0,8231
7,5,0,-9,1,68445,0,8231
7,5,1,8,1,61425,0,8231
7,5,1,9,1,61425,0,8231
7,5,3,8,3,52650,0,6013
7,5,4,9,3,56160,0,6315
7,6,0,-8,1,71955,0,8869
7,6,0,-9,1,71955,0,8869
7,6,1,8,1,63180,0,9051
7,6,1,9,1,63180,0,9051
7,6,3,8,3,54405,0,6546
7,6,4,9,3,57915,0,6808
7,7,0,-8,1,71955,0,8869
7,7,0,-9,1,71955,0,8869
7,7,1,8,1,63180,0,9051
7,7,1,9,1,63180,0,9051
7,7,3,8,3,54405,0,6546
7,7,4,9,3,57915,0,6808
7,8,0,-8,1,71955,0,8869
7,8,0,-9,1,71955,0,8869
7,8,1,8,1,63180,0,9051
7,8,1,9,1,63180,0,9051
7,8,3,8,3,54405,0,6546
7,8,4,9,3,57915,0,6808
7,8,2,-8,3,60000,0,7000
7,9,0,8,1,71955,0,8869
7,9,0,9,1,71955,0,8869
7,9,1,-8,1,63180,0,9051
7,9,1,-9,1,63180,0,9051
7,9,3,-8,3,54405,0,6546
7,9,4,-9,3,57915,0,6808
7,9,2,8,3,60000,0,7000
7,10,0,8,1,71955,0,8869
7,10,0,9,1,71955,0,8869
7,10,1,-8,1,63180,0,9051
7,10,1,-9,1,63180,0,9051
7,10,3,-8,3,54405,0,6546
7,10,4,-9,3,57915,0,6808
7,10,2,8,3,60000,0,7000
7,11,0,8,1,75465,0,9449
7,11,0,9,1,75465,0,9449
7,11,1,-8,1,64935,0,10145
7,11,1,-9,1,64935,0,10145
7,11,3,-8,3,56160,0,7271
7,11,4,-9,3,59670,0,7448
7,10,2,8,3,70000,0,8000
7,12,0,8,1,75465,0,9449
7,12,0,9,1,75465,0,9449
7,12,1,-8,1,64935,0,10145
7,12,1,-9,1,64935,0,10145
7,12,3,-8,3,56160,0,7271
7,12,4,-9,3,59670,0,7448
7,10,2,8,3,70000,0,8000
7,13,0,-8,1,75465,0,9449
7,13,0,-9,1,75465,0,9449
7,13,1,8,1,64935,0,10145
7,13,1,9,1,64935,0,10145
7,13,3,-8,3,56160,0,7271
7,13,3,-9,3,56160,0,7271
7,13,4,8,3,59670,0,7448
7,13,4,9,3,59670,0,7448
7,13,2,-9,4,70000,0,8000
7,13,2,-10,4,70000,0,8000
7,14,0,-8,1,75465,0,9449
7,14,0,-9,1,75465,0,9449
7,14,1,8,1,64935,0,10145
7,14,1,9,1,64935,0,10145
7,14,3,-8,3,56160,0,7271
7,14,3,-9,3,56160,0,7271
7,14,4,8,3,59670,0,7448
7,14,4,9,3,59670,0,7448
7,14,2,-9,4,70000,0,8000
7,14,2,-10,4,70000,0,8000
7,15,0,-8,1,75465,0,9449
7,15,0,-9,1,75465,0,9449
7,15,1,8,1,64935,0,10145
7,15,1,9,1,64935,0,10145
7,15,3,-8,3,56160,0,7271
7,15,3,-9,3,56160,0,7271
7,15,4,8,3,59670,0,7448
7,15,4,9,3,59670,0,7448
7,15,2,-9,4,70000,0,8000
7,15,2,-10,4,70000,0,8000
8,1,0,-8,1,152324,0,14778
8,1,0,-9,1,152324,0,14778
8,1,3,8,1,110781,0,15546
8,1,3,9,1,110781,0,15546
8,1,4,-8,3,121167,0,15546
8,1,4,-9,3,121167,0,15546
8,2,0,-8,1,152324,0,14778
8,2,0,-9,1,152324,0,14778
8,2,3,8,1,110781,0,15546
8,2,3,9,1,110781,0,15546
8,2,4,-8,3,121167,0,15546
8,2,4,-9,3,121167,0,15546
8,3,0,-8,1,152324,0,14778
8,3,0,-9,1,152324,0,14778
8,3,3,8,1,110781,0,15546
8,3,3,9,1,110781,0,15546
8,3,4,-8,3,121167,0,15546
8,3,4,-9,3,121167,0,15546
8,4,0,8,1,152324,0,14778
8,4,0,9,1,152324,0,14778
8,4,3,-8,1,110781,0,15546
8,4,3,-9,1,110781,0,15546
8,4,4,8,3,121167,0,15546
8,4,4,9,3,121167,0,15546
8,5,0,8,1,152324,0,14778
8,5,0,9,1,152324,0,14778
8,5,3,-8,1,110781,0,15546
8,5,3,-9,1,110781,0,15546
8,5,4,8,3,121167,0,15546
8,5,4,9,3,121167,0,15546
8,6,0,8,1,159247,0,15885
8,6,0,9,1,159247,0,15885
8,6,3,-8,1,115974,0,17034
8,6,3,-9,1,115974,0,17034
8,6,4,8,3,131552,0,17034
8,6,4,9,3,131552,0,17034
8,7,0,-8,1,159247,0,15885
8,7,0,-9,1,159247,0,15885
8,7,1,8,1,141938,0,16827
8,7,1,9,1,141938,0,16827
8,7,3,-8,3,115974,0,17034
8,7,3,-9,3,115974,0,17034
8,7,4,8,3,131552,0,17034
8,7,4,9,3,131552,0,17034
8,8,0,-8,1,159247,0,15885
8,8,0,-9,1,159247,0,15885
8,8,1,8,1,141938,0,16827
8,8,1,9,1,141938,0,16827
8,8,3,8,3,115974,0,17034
8,8,4,9,3,131552,0,17034
8,8,2,-8,3,145400,0,17931
8,9,0,-8,1,159247,0,15885
8,9,0,-9,1,159247,0,15885
8,9,1,8,1,141938,0,16827
8,9,1,9,1,141938,0,16827
8,9,3,8,3,115974,0,17034
8,9,4,9,3,131552,0,17034
8,9,2,-8,3,145400,0,17931
8,10,0,-8,1,159247,0,15885
8,10,0,-9,1,159247,0,15885
8,10,1,8,1,141938,0,16827
8,10,1,9,1,141938,0,16827
8,10,3,8,3,115974,0,17034
8,10,4,9,3,131552,0,17034
8,10,2,-8,3,145400,0,17931
8,11,0,-8,1,166171,0,17247
8,11,0,-9,1,166171,0,17247
8,11,1,8,1,148862,0,18428
8,11,1,9,1,148862,0,18428
8,11,3,-8,3,121167,0,18962
8,11,3,-9,3,121167,0,18962
8,11,4,8,3,138476,0,18962
8,11,4,9,3,138476,0,18962
8,11,2,-10,3,152324,0,19841
8,12,0,-8,1,166171,0,17247
8,12,0,-9,1,166171,0,17247
8,12,1,8,1,148862,0,18428
8,12,1,9,1,148862,0,18428
8,12,3,-8,3,121167,0,18962
8,12,3,-9,3,121167,0,18962
8,12,4,8,3,138476,0,18962
8,12,4,9,3,138476,0,18962
8,12,2,-10,3,152324,0,19841
8,13,0,-8,1,166171,0,17247
8,13,0,-9,1,166171,0,17247
8,13,1,8,1,148862,0,18428
8,13,1,9,1,148862,0,18428
8,13,3,-8,3,121167,0,18962
8,13,3,-9,3,121167,0,18962
8,13,4,8,3,138476,0,18962
8,13,4,9,3,138476,0,18962
8,13,2,-10,3,152324,0,19841
8,14,0,-8,1,166171,0,17247
8,14,0,-9,1,166171,0,17247
8,14,1,8,1,148862,0,18428
8,14,1,9,1,148862,0,18428
8,14,3,-8,3,121167,0,18962
8,14,3,-9,3,121167,0,18962
8,14,4,8,3,138476,0,18962
8,14,4,9,3,138476,0,18962
8,14,2,-9,4,152324,0,19841
8,14,2,-10,4,152324,0,19841
8,15,0,-8,1,166171,0,17247
8,15,0,-9,1,166171,0,17247
8,15,1,8,1,148862,0,18428
8,15,1,9,1,148862,0,18428
8,15,3,-8,3,121167,0,18962
8,15,3,-9,3,121167,0,18962
8,15,4,8,3,138476,0,18962
8,15,4,9,3,138476,0,18962
8,15,2,-9,4,152324,0,19841
8,15,2,-10,4,152324,0,19841
